name,author,latest_release,created,size,latest_game_version,categories,downloads,mod_loaders
Inventory HUD+,dmitrylovin,"Aug 18, 2024","Jan 6, 2020",231.57 KB,1.21.1,"Armor, Tools, and Weapons | Adventure and RPG | Storage | Map and Information","50,993,631","Forge, Fabric, NeoForge"
FTB Ultimine (Forge),FTB,"Aug 29, 2024","May 27, 2020",116.45 KB,1.21.1,"Server Utility | Armor, Tools, and Weapons","44,726,298","Forge, NeoForge"
Fusion (Connected Textures),SuperMartijn642,"Aug 31, 2024","Apr 27, 2023",209.13 KB,1.21.1,API and Library | Cosmetic,"21,653,745","Fabric, Forge, NeoForge, Quilt"
YUNG's Better Witch Huts (Forge),YUNGNICKYOUNG,"May 17, 2024","Jun 7, 2022",175.06 KB,1.20.4,Structures | World Gen | Adventure and RPG,"27,611,635",Forge
In Control!,McJty,"Sep 11, 2024","Jan 16, 2017",220.86 KB,1.19.2,Server Utility,"67,810,591",Forge
Ars Nouveau,baileyholl2,"Aug 29, 2024","Aug 13, 2020",11.79 MB,1.21.1,"Mobs | Adventure and RPG | Armor, Tools, and Weapons | Cosmetic | Magic","53,621,190","Forge, NeoForge"
YUNG's Better Jungle Temples (Forge),YUNGNICKYOUNG,"May 17, 2024","Aug 2, 2023",789.52 KB,1.20.4,Adventure and RPG | World Gen | Structures,"16,785,685",Forge
Construction Wand,ThetaDev,"Oct 22, 2023","Aug 2, 2020",207.92 KB,1.20.2,"Armor, Tools, and Weapons","46,944,340",Forge
Building Gadgets,Direwolf20,"Aug 11, 2024","Jul 15, 2018",3.67 MB,1.21.1,"Technology | Armor, Tools, and Weapons","94,485,382","Forge, NeoForge"
TrashSlot,BlayTheNinth,"Aug 13, 2024","Aug 31, 2015",119.25 KB,1.21.1,Utility & QoL,"52,562,030","Forge, NeoForge"
Loot Integrations[Forge/Fabric],someaddon,"Jul 9, 2024","Feb 17, 2022",24.63 KB,1.21.1,Adventure and RPG | Server Utility,"22,391,330","Forge, Fabric, NeoForge"
Trash Cans,SuperMartijn642,"Aug 22, 2024","Jul 9, 2020",155.49 KB,1.21.1,"Processing | Storage | Energy, Fluid, and Item Transport","48,319,542","Forge, Fabric, NeoForge, Quilt"
MrCrayfish's Furniture Mod (Legacy),MrCrayfish,"Jun 22, 2023","Apr 7, 2013",2.33 MB,1.12.2,Food | Storage | API and Library | Cosmetic,"93,172,563",Forge
Mowzie's Mobs,bobmowzie,"Jun 5, 2024","Aug 31, 2016",14.39 MB,1.20.1,"Structures | Magic | Mobs | Adventure and RPG | Armor, Tools, and Weapons","54,696,674",Forge
Immersive Engineering,BluSunrize,"Aug 12, 2024","Jun 24, 2015",13.12 MB,1.20.4,"Energy, Fluid, and Item Transport | Cosmetic | Processing | Energy | Technology","137,464,459","Forge, NeoForge"
Default Options,BlayTheNinth,"Aug 13, 2024","Jun 29, 2015",86.32 KB,1.21.1,Miscellaneous,"101,873,344","Forge, NeoForge"
Create: Steam 'n' Rails,IThundxr,"Sep 3, 2024","Oct 13, 2022",9.53 MB,1.20.1,Create | Utility & QoL | Player Transport | Addons | Mobs,"22,931,735","Forge, Fabric, NeoForge, Quilt"
FastSuite,Shadows_of_Fire,"Aug 19, 2023","Apr 24, 2021",19.84 KB,1.20.1,Performance,"30,417,681","Forge, NeoForge"
Visual Workbench [Forge & Fabric],Fuzs,"Sep 3, 2024","Jul 3, 2021",79.71 KB,1.21,Utility & QoL | Cosmetic,"33,316,291","Forge, Fabric, NeoForge"
Villager Names,Serilum,"Aug 9, 2024","Oct 6, 2019",75.09 KB,1.21,Adventure and RPG | Mobs,"31,909,689","Forge, Fabric, Quilt, NeoForge"
Simple Voice Chat,henkelmax,"Sep 12, 2024","Oct 28, 2020",6.27 MB,1.21.1,Adventure and RPG | Server Utility,"29,006,965","Forge, Fabric, Quilt, NeoForge"
Kiwi 🥝 (Forge),Snownee,"Aug 7, 2024","Sep 26, 2018",880.64 KB,1.20.1,API and Library,"39,798,539","Forge, NeoForge"
Pick Up Notifier [Forge & Fabric],Fuzs,"Sep 11, 2024","Nov 14, 2019",94.68 KB,1.21.1,Map and Information | Utility & QoL,"30,540,720","Forge, Fabric, NeoForge"
Thermal Expansion,TeamCoFH,"May 26, 2024","Nov 17, 2013",560.68 KB,1.20.1,Thermal Expansion | Technology | Energy | Processing | Storage,"126,573,999","Forge, NeoForge"
Iron Furnaces,XenoMustache,"Jul 31, 2024","Nov 5, 2015",588.16 KB,1.19.3,Processing | Storage,"43,060,768","Forge, NeoForge"
Twigs,ninnih_,"Jan 1, 2024","Jun 23, 2021",2.64 MB,1.20.1,Ores and Resources | Cosmetic | World Gen,"31,569,484","Fabric, Forge"
Blue Skies,ModdingLegacy,"Feb 6, 2024","Feb 1, 2019",79.56 MB,1.20.4,Biomes | Ores and Resources | Dimensions | Mobs | Adventure and RPG,"40,336,893","Forge, NeoForge"
Security Craft,Geforce132,"Aug 23, 2024","Aug 31, 2013",3.75 MB,1.12.2,Technology | Ores and Resources,"49,991,396","Forge, NeoForge"
EpheroLib,thethonk,"Jul 21, 2024","Jul 7, 2023",728.77 KB,1.21,API and Library,"12,506,229","Fabric, Forge, NeoForge"
Cyclops Core,kroeser,"Sep 4, 2024","Jul 15, 2015",1.01 MB,1.21.1,Server Utility | API and Library,"106,704,399","Forge, NeoForge, Fabric, Quilt"
Redirector [Modern],pOtAto__bOy,"Apr 3, 2024","Jun 20, 2023",5.66 KB,1.20.1,Miscellaneous | Server Utility | Performance,"16,205,068","Forge, NeoForge, Fabric, Quilt"
Ocean's Delight,scouter567,"Sep 5, 2024","Mar 23, 2023",84.44 KB,1.21.1,Food,"16,042,191","Forge, Fabric, NeoForge"
Iris Shaders,coderbot,"Aug 26, 2024","Mar 11, 2021",2.18 MB,1.21.1,Miscellaneous | Cosmetic,"30,887,052","Fabric, Quilt, NeoForge"
Better Third Person,Socolio,"Jun 18, 2024","Jan 9, 2021",60.08 KB,1.20.4,Cosmetic | Adventure and RPG,"34,470,978","Forge, NeoForge, Fabric"
The Aether,TheAetherTeam,"Apr 30, 2024","Dec 18, 2016",22.15 MB,1.20.2,"Ores and Resources | Dimensions | Armor, Tools, and Weapons | Adventure and RPG","32,409,128","Forge, NeoForge"
Titanium,Buuz135,"Sep 9, 2024","Feb 13, 2018",607.49 KB,1.20.1,API and Library,"56,361,518","Forge, NeoForge"
Item Highlighter [Neo/Forge],Grend_G,"Aug 3, 2024","Aug 29, 2021",29.70 KB,1.21,Map and Information | Utility & QoL | Miscellaneous,"27,064,336","Forge, Fabric, NeoForge"
Macaw's Trapdoors,sketch_macaw,"Aug 17, 2024","Aug 8, 2020",622.18 KB,1.21.1,Redstone | Cosmetic,"49,939,491","Forge, Fabric, NeoForge"
Farsight [Forge/Neo],someaddon,"Aug 26, 2024","Jun 19, 2021",427.67 KB,1.21.1,Adventure and RPG | Cosmetic | Map and Information,"32,528,543","Forge, NeoForge"
Decorative Blocks,stohun,"Feb 8, 2024","Feb 12, 2020",467.93 KB,1.20.4,Cosmetic,"50,597,849","Forge, Fabric, NeoForge"
Charm of Undying (Fabric/Forge/Quilt),TheIllusiveC4,"Jul 30, 2024","Mar 8, 2019",172.79 KB,1.21,"Armor, Tools, and Weapons","46,271,036","Forge, Quilt, Fabric, NeoForge"
YUNG's Better Desert Temples (Forge),YUNGNICKYOUNG,"May 17, 2024","Jun 6, 2022",908.17 KB,1.20.4,Structures | World Gen | Adventure and RPG,"27,187,854",Forge
Flux Networks,sonar_sonic,"Apr 4, 2024","Jul 27, 2016",503.49 KB,1.20.1,"Energy | Technology | Energy, Fluid, and Item Transport","89,609,603","Forge, NeoForge"
Macaw's Furniture,sketch_macaw,"Aug 17, 2024","Jan 22, 2020",1.78 MB,1.21.1,Cosmetic | Storage,"37,659,181","Forge, Fabric, NeoForge"
Cherished Worlds (Fabric/Forge/NeoForge/Quilt),TheIllusiveC4,"Aug 16, 2024","Dec 3, 2018",57.00 KB,1.21.1,Miscellaneous,"28,397,810","Forge, Quilt, Fabric, NeoForge"
Necronomicon API,ElocinDev,"Aug 21, 2024","Mar 5, 2022",35.60 KB,1.21.1,API and Library,"12,540,231","Fabric, Quilt, NeoForge, Forge"
Just Zoom,Keksuccino,"Aug 12, 2024","Dec 31, 2021",40.25 KB,1.21.1,Miscellaneous,"13,237,423","Forge, Fabric, NeoForge"
Alternate Current,SpaceWalkerRS,"Aug 26, 2024","Nov 19, 2021",49.24 KB,1.21.1,Redstone | Utility & QoL | Technology | Server Utility,"24,047,687","Fabric, Quilt, Forge, NeoForge"
Botania,Vazkii,"Aug 9, 2024","Nov 17, 2014",11.04 MB,1.19.2,"Technology | Armor, Tools, and Weapons | Cosmetic | Magic","133,387,838",Forge
YUNG's Extras (Forge),YUNGNICKYOUNG,"May 17, 2024","May 8, 2021",197.16 KB,1.20.4,Biomes | World Gen | Adventure and RPG | Structures,"35,310,713",Forge
Falling Leaves (NeoForge/Forge),Cheaterpaul,"Sep 7, 2024","Mar 31, 2021",140.80 KB,1.21.1,Cosmetic,"27,159,191","Forge, NeoForge"
Better Combat [Fabric & Forge],daedelus_dev,"Sep 10, 2024","Jul 4, 2022",766.27 KB,1.21.1,"Utility & QoL | Adventure and RPG | Armor, Tools, and Weapons | API and Library","21,927,732","Fabric, Forge, NeoForge"
iChunUtil,iChun,"Jul 28, 2024","Mar 31, 2015",670.94 KB,1.21,API and Library,"90,736,458","Forge, Fabric, NeoForge"
Goblin Traders,MrCrayfish,"May 10, 2024","Feb 20, 2020",304.45 KB,1.20.4,World Gen | Adventure and RPG | Mobs,"40,108,119","Forge, NeoForge, Fabric"
Prism [Neo/Forge],Grend_G,"Aug 14, 2024","Jun 29, 2022",60.48 KB,1.21.1,API and Library | Miscellaneous | Utility & QoL | Cosmetic,"28,741,877","Forge, NeoForge"
Chunk Sending[Forge/Fabric],someaddon,"Jul 18, 2024","Feb 26, 2023",10.73 KB,1.21.1,Map and Information | Server Utility,"18,156,672","Forge, Fabric, NeoForge"
Bad Wither No Cookie - Reloaded,Kreezxil,"Feb 23, 2024","Feb 21, 2017",13.62 KB,1.20.4,Miscellaneous | Utility & QoL,"78,612,678","Forge, Fabric, NeoForge"
FTB Essentials (Forge & Fabric),FTB,"Aug 15, 2024","Oct 2, 2020",180.35 KB,1.21.1,Player Transport | Map and Information | Server Utility,"41,031,878","Fabric, Forge, NeoForge"
Industrial Foregoing,Buuz135,"Jun 26, 2024","May 1, 2017",4.30 MB,1.20.1,CraftTweaker | Technology | Farming | Energy | Storage,"102,904,637",Forge
Creeper Overhaul,joosh_7889,"Jul 8, 2024","Dec 30, 2021",1.09 MB,1.21,World Gen | Cosmetic | Mobs,"34,795,702","Fabric, Forge, NeoForge"
LibX,noeppi_noeppi,"Mar 24, 2024","Oct 12, 2020",1.19 MB,1.20.1,API and Library,"49,526,859",Forge
XP Tome,bl4ckscor3,"Jul 8, 2024","Sep 29, 2019",24.31 KB,1.21.1,Storage | Adventure and RPG,"46,614,559","Forge, NeoForge"
Terralith,Starmute,"Jul 8, 2024","Aug 9, 2021",2.66 MB,1.21.1,Biomes | World Gen | Structures,"28,265,023","Fabric, Forge, Quilt, NeoForge"
Memory Settings[Neo/Forge/Fabric],someaddon,"Jul 26, 2024","Sep 13, 2021",18.78 KB,1.21.1,Server Utility | Map and Information,"13,723,428","Forge, Fabric, NeoForge"
KleeSlabs,BlayTheNinth,"Aug 13, 2024","Feb 16, 2016",284.06 KB,1.21.1,Utility & QoL,"84,823,295","Forge, NeoForge"
McJtyLib,McJty,"Aug 10, 2024","Jul 24, 2015",659.33 KB,1.20.1,API and Library,"134,740,339",Forge
Fast Paintings,MehVahdJukaar,"Sep 11, 2024","Jul 2, 2023",149.53 KB,1.21.1,Utility & QoL | Cosmetic,"13,884,124","Forge, Fabric, NeoForge"
Runelic,DarkhaxDev,"Feb 2, 2024","Jul 2, 2020",47.81 KB,1.20.4,Map and Information | Cosmetic | Adventure and RPG | Magic,"49,289,953","Forge, Fabric, Quilt, NeoForge"
Delightful,brnbrd,"Aug 23, 2024","Jun 27, 2022",1016.51 KB,1.20.1,"World Gen | Addons | Food | Armor, Tools, and Weapons | Farming","20,174,707","Forge, NeoForge"
Zeta,Vazkii,"Aug 5, 2024","Jan 31, 2024",968.23 KB,1.20.1,API and Library,"9,486,407","Forge, NeoForge"
Easy Villagers,henkelmax,"Sep 9, 2024","Aug 6, 2020",435.40 KB,1.21.1,Cosmetic | Technology | Farming,"24,773,087","Forge, NeoForge"
Tips,DarkhaxDev,"Jul 20, 2024","Nov 7, 2018",114.00 KB,1.20.1,Utility & QoL | Map and Information | Cosmetic | Server Utility | Adventure and RPG,"42,216,518","Forge, Fabric, Quilt, NeoForge"
Neruina - Ticking Entity Fixer,bawnorton,"Aug 27, 2024","Apr 16, 2023",2.92 MB,1.18.2,Server Utility | Utility & QoL,"14,489,740","Fabric, Forge, NeoForge"
The Lost Cities,McJty,"Aug 14, 2024","Jun 3, 2017",1.09 MB,1.20.1,Adventure and RPG | Dimensions,"56,982,455","Forge, NeoForge"
Starter Kit,Serilum,"Aug 9, 2024","Jun 20, 2020",266.52 KB,1.21.1,"Server Utility | Armor, Tools, and Weapons | Adventure and RPG","32,865,182","Forge, Fabric, Quilt, NeoForge"
Euphoria Patches,SpacEagle17,"Jul 8, 2024","Sep 23, 2023",468.71 KB,1.21.1,Cosmetic | Miscellaneous | Utility & QoL,"9,893,698","Fabric, Quilt, NeoForge, Forge"
ChoiceTheorem's Overhauled Village,ChoiceTheorem,"Sep 10, 2024","May 16, 2022",5.46 MB,1.21.1,World Gen | Structures,"24,999,357","Forge, Fabric, Quilt, Rift, NeoForge"
CC: Tweaked,SquidDev,"Sep 12, 2024","Nov 16, 2017",3.27 MB,1.20.1,Technology,"53,108,255","Forge, Fabric, NeoForge"
FramedBlocks,XFactHD,"Aug 15, 2024","Jan 31, 2021",4.00 MB,1.20.1,Cosmetic,"37,043,165","Forge, NeoForge"
Ice and Fire: Dragons,sbom_xela,"Aug 16, 2024","Apr 2, 2017",20.53 MB,1.18.2,Structures | Mobs | Magic | Player Transport | Adventure and RPG,"70,914,422","Forge, NeoForge"
Easy Magic [Forge & Fabric],Fuzs,"Sep 5, 2024","Mar 13, 2021",122.98 KB,1.21,Utility & QoL | Cosmetic,"31,389,059","Forge, Fabric, NeoForge"
Recipe Essentials[Forge/Fabric],someaddon,"Jul 31, 2024","Aug 29, 2023",38.88 KB,1.21.1,Utility & QoL | Server Utility | Technology | Automation,"13,590,892","Forge, NeoForge, Fabric"
Macaw's Roofs,sketch_macaw,"Aug 17, 2024","Nov 20, 2019",1.68 MB,1.21.1,Cosmetic,"53,574,823","Forge, Fabric, NeoForge"
Jade Addons (Forge),Snownee,"Sep 5, 2024","Feb 26, 2022",76.01 KB,1.20.1,Map and Information | Utility & QoL | Addons,"19,025,544","Forge, NeoForge"
Mystical Agriculture,BlakeBr0,"Sep 12, 2024","Jun 26, 2016",2.12 MB,1.21.1,"Armor, Tools, and Weapons | Ores and Resources | Farming | Magic | Food","98,572,433","Forge, NeoForge"
Lazy DataFixerUpper(LazyDFU) [FORGE],Corgi_Taco,"Jan 11, 2023","Mar 23, 2021",14.62 KB,1.19.3,Server Utility,"40,153,373",Forge
Pipez,henkelmax,"Aug 24, 2024","Feb 7, 2021",440.89 KB,1.21.1,"Energy | Redstone | Energy, Fluid, and Item Transport | Storage","38,285,637","Forge, NeoForge"
Naturalist,Starfish_Studios,"Nov 7, 2023","May 27, 2022",3.19 MB,1.20.1,Ores and Resources | World Gen | Biomes | Farming | Mobs,"26,013,475","Forge, Fabric"
Advancement Plaques [Neo/Forge],Grend_G,"Aug 3, 2024","Jul 2, 2021",190.35 KB,1.21,Utility & QoL | Miscellaneous | Cosmetic | Map and Information,"31,759,778","Forge, NeoForge"
Pehkui,Virtuoel,"Jun 20, 2024","Apr 17, 2019",542.03 KB,1.21,API and Library,"32,556,828","Fabric, Quilt, Forge, NeoForge"
Library Ferret - Forge,jtl_elisa,"Jun 22, 2023","Oct 1, 2021",186.07 KB,1.20.1,API and Library,"19,892,538",Forge
Overflowing Bars [Forge & Fabric],Fuzs,"Aug 18, 2023","Apr 20, 2023",72.82 KB,1.18.2,Cosmetic | Utility & QoL,"14,725,314","Forge, Fabric"
Log Begone,AzureDoomC,"Aug 9, 2024","May 15, 2022",71.52 KB,1.21.1,Server Utility,"18,295,719","Forge, Fabric, Quilt, NeoForge"
Tool Belt,gigaherz,"Jul 25, 2024","Feb 11, 2017",208.19 KB,1.21.1,"Armor, Tools, and Weapons | Cosmetic","48,027,963","Forge, NeoForge"
Thermal Innovation,TeamCoFH,"May 26, 2024","Apr 7, 2018",220.06 KB,1.20.1,"Thermal Expansion | Armor, Tools, and Weapons | Technology","75,349,318","Forge, NeoForge"
InsaneLib,Insane96,"Sep 3, 2024","Apr 3, 2021",136.44 KB,1.20.1,API and Library,"24,323,858","Forge, NeoForge"
Neat,Vazkii,"Aug 17, 2024","Nov 29, 2015",24.96 KB,1.21.1,Map and Information,"93,123,820","Forge, NeoForge"
What Are They Up To (Watut),Corosus,"Aug 13, 2024","Dec 2, 2023",341.14 KB,1.21.1,Utility & QoL,"9,882,630","Forge, NeoForge, Fabric"
FLIB,Lothrazar,"Jul 3, 2024","Aug 16, 2022",284.57 KB,1.20.1,API and Library,"13,583,279","Forge, NeoForge"
Refined Storage Addons,raoulvdberge,"Feb 16, 2024","Jul 17, 2017",31.79 KB,1.20.4,"Addons | Storage | Energy, Fluid, and Item Transport | Technology","72,584,577","Forge, NeoForge"
Load My F***ing Tags,Blodhgarm,"Jun 14, 2024","Aug 6, 2022",174.32 KB,1.21,Miscellaneous | Server Utility,"12,029,230","Fabric, Forge, NeoForge"
Thermal Dynamics,TeamCoFH,"May 26, 2024","Feb 1, 2015",608.35 KB,1.20.1,"Thermal Expansion | Technology | Energy, Fluid, and Item Transport","96,689,416","Forge, NeoForge"
Resource Pack Overrides [Forge & Fabric],Fuzs,"Jul 1, 2024","Mar 1, 2023",81.08 KB,1.21,API and Library,"16,256,413","Fabric, Forge, NeoForge"
Night Config Fixes [Forge & Fabric],Fuzs,"Jul 1, 2023","Jan 19, 2023",39.62 KB,1.20,API and Library,"17,204,885","Fabric, Forge"
Applied Energistics 2 Wireless Terminals,Mari_023,"Aug 7, 2024","Mar 20, 2021",208.48 KB,1.20.1,Technology | Applied Energistics 2,"24,788,712","Fabric, Forge, NeoForge"
Mekanism Tools,bradyaidanc,"Aug 31, 2024","May 28, 2017",505.86 KB,1.20.1,"Addons | Armor, Tools, and Weapons","74,577,715","Forge, NeoForge"
Let Me Despawn,frikinjay,"Jul 28, 2024","Aug 22, 2022",82.78 KB,1.21,Performance | Server Utility,"22,526,496","Fabric, Quilt, Forge, NeoForge"
Explorify – Dungeons & Structures,bebebea_loste,"Jun 28, 2024","Nov 7, 2022",952.06 KB,1.21.1,Adventure and RPG | World Gen | Structures,"19,524,089","Forge, Fabric, NeoForge"
Easy Anvils [Forge & Fabric],Fuzs,"Sep 3, 2024","Sep 29, 2022",148.92 KB,1.21,Cosmetic | Utility & QoL,"19,161,320","Fabric, Forge, NeoForge"
Mob Grinding Utils,vadis365,"May 2, 2024","Nov 27, 2016",1.29 MB,1.20.1,"Technology | Energy, Fluid, and Item Transport | Mobs | Farming","77,160,404","Forge, NeoForge"
Open Parties and Claims,xaero96,"Aug 7, 2024","Jun 24, 2022",1.27 MB,1.20.4,Server Utility | API and Library,"19,771,465","Forge, Fabric, Quilt, NeoForge"
Lionfish API,mcl_ender,"Aug 11, 2024","Apr 11, 2024",147.08 KB,1.21.1,API and Library,"5,571,570","Forge, NeoForge"
Valhelsia Core,ValhelsiaTeam,"Jul 13, 2024","Nov 1, 2020",116.69 KB,1.21,API and Library,"42,280,315","Forge, Fabric, NeoForge"
Macaw's Lights and Lamps,sketch_macaw,"Aug 17, 2024","Jul 10, 2021",484.92 KB,1.21.1,Cosmetic,"32,260,129","Forge, Fabric, NeoForge"
Leaves Be Gone [Forge & Fabric],Fuzs,"Jul 12, 2024","Oct 6, 2022",54.87 KB,1.21,Utility & QoL | Server Utility,"19,024,817","Fabric, Forge, NeoForge"
Tinkers Construct,mDiyo,"May 20, 2024","Feb 9, 2014",15.32 MB,1.18.2,"Mobs | Technology | Processing | Armor, Tools, and Weapons","159,953,311",Forge
Farming for Blockheads,BlayTheNinth,"Aug 30, 2024","Mar 2, 2017",717.14 KB,1.21.1,Farming,"72,079,301","Forge, NeoForge"
Indium,comp500,"Aug 16, 2024","Mar 19, 2021",102.54 KB,1.21.1,Addons | API and Library,"26,659,453","Fabric, Quilt"
Powah! (Rearchitected),thetechnici4n,"Aug 9, 2024","Jun 14, 2022",1.89 MB,1.21.1,Storage | Technology | Energy,"23,943,931","Forge, NeoForge, Fabric"
CorgiLib,Corgi_Taco,"Sep 4, 2024","Oct 24, 2022",343.29 KB,1.21.1,API and Library,"20,397,975","Forge, NeoForge, Fabric, Quilt"
Extreme sound muffler - (Neo)Forge,LeoBeliik,"Aug 24, 2024","Feb 18, 2020",258.25 KB,1.21.1,Utility & QoL,"36,425,945","Forge, NeoForge"
Bountiful,Ejektaflex,"Jul 1, 2024","Dec 22, 2018",644.56 KB,1.20.4,Adventure and RPG | Server Utility | World Gen,"38,755,492","Forge, NeoForge"
Fabric Language Kotlin,modmuss50,"Aug 23, 2024","Dec 11, 2018",6.84 MB,1.21.1,API and Library,"36,026,682",Fabric
Lithostitched,Apollo,"Aug 31, 2024","Nov 11, 2023",180.60 KB,1.21.1,World Gen | API and Library | Miscellaneous,"7,268,629","Fabric, Forge, NeoForge"
Almost Unified,AlmostReliable,"Aug 23, 2024","Jun 15, 2022",197.18 KB,1.20.1,Ores and Resources | API and Library | Processing | KubeJS | Server Utility,"22,537,279","Fabric, Forge, NeoForge"
"Get It Together, Drops!",bl4ckscor3,"Jul 29, 2024","Oct 3, 2020",6.59 KB,1.21,Server Utility,"22,539,840","Forge, Fabric, Quilt, NeoForge"
Philip's Ruins,philipmoddev,"Aug 24, 2024","Jan 18, 2022",1.45 MB,1.20.1,Adventure and RPG | Structures | World Gen | Addons | Biomes,"14,742,663","Forge, Fabric, NeoForge"
Common Capabilities,kroeser,"Aug 21, 2024","Jul 3, 2016",243.78 KB,1.21.1,API and Library | Addons,"77,527,657","Forge, NeoForge"
Trading Post [Forge & Fabric],Fuzs,"Jul 14, 2024","Oct 22, 2021",120.05 KB,1.21,Utility & QoL,"26,363,543","Forge, Fabric, NeoForge"
Traveler's Backpack,Tiviacz1337,"Aug 7, 2024","May 8, 2019",881.88 KB,1.21.1,"Cosmetic | Storage | Adventure and RPG | Armor, Tools, and Weapons","30,708,316","Forge, NeoForge"
Dungeon Crawl,xiroc_,"Jul 24, 2024","Jun 22, 2019",739.73 KB,1.20.1,Adventure and RPG | World Gen | Structures,"44,859,165","Forge, NeoForge"
XNet,McJty,"Sep 11, 2024","Feb 17, 2017",561.31 KB,1.20.1,"Energy, Fluid, and Item Transport | Technology","91,431,996",Forge
Bygone Nether,izofar,"Sep 11, 2023","Feb 4, 2022",7.29 MB,1.20.1,"Armor, Tools, and Weapons | Structures | Mobs","22,069,050",Forge
Lithium (Fabric),JellySquid,"Aug 12, 2024","Jan 29, 2020",735.08 KB,1.21.1,Performance,"32,106,908","Fabric, Quilt"
Silent Lib (silentlib),SilentChaos512,"Aug 18, 2024","Mar 19, 2016",153.00 KB,1.20.4,Map and Information | API and Library,"65,412,590","Forge, NeoForge"
Integrated Dynamics,kroeser,"Sep 3, 2024","Sep 23, 2015",3.85 MB,1.20.1,Automation | Technology | Processing | Integrated Dynamics,"76,170,721","Forge, NeoForge"
Simply Light,Flanks255,"Aug 1, 2024","Aug 9, 2018",535.76 KB,1.21,Cosmetic,"40,487,403","Forge, NeoForge, Fabric"
Dungeons and Taverns,Nova_Wostra,"Aug 12, 2024","Apr 23, 2023",23.61 MB,1.21.1,Adventure and RPG | Structures | World Gen,"11,345,675","Forge, Fabric, Quilt, NeoForge"
Create Slice & Dice,possible_triangle,"Jul 12, 2024","Aug 15, 2022",222.96 KB,1.20.1,Addons | Technology | Farming,"17,702,331","Forge, Fabric"
Structory: Towers,botanydev,"Jun 14, 2024","Dec 31, 2022",474.74 KB,1.21,Structures | Cosmetic | Adventure and RPG | Mobs,"13,260,939","Forge, Fabric, Quilt, NeoForge"
Pig Pen Cipher,DarkhaxDev,"Feb 2, 2024","Jul 17, 2020",4.75 KB,1.20.4,Miscellaneous | Map and Information | Server Utility | Cosmetic,"26,074,646","Forge, Fabric, Quilt, NeoForge"
Geophilic – Vanilla Biome Overhauls,bebebea_loste,"Aug 1, 2024","Nov 24, 2022",1.54 MB,1.21.1,Ores and Resources | World Gen | Biomes | Dimensions,"17,047,533","Forge, Fabric, NeoForge, Quilt"
Sophisticated Storage,P3pp3rF1y,"Aug 23, 2024","Apr 30, 2022",1.28 MB,1.20.1,Storage,"22,656,697","Forge, NeoForge"
Another Furniture,Starfish_Studios,"Oct 25, 2023","Apr 14, 2022",2.62 MB,1.20.1,Cosmetic | Utility & QoL,"19,706,622","Forge, Fabric"
Snow! Real Magic! ⛄ (Forge),Snownee,"Sep 7, 2024","Dec 9, 2018",181.83 KB,1.20.1,Utility & QoL | World Gen | Cosmetic,"35,964,209","Forge, NeoForge"
FallingTree,rakambda,"Sep 1, 2024","Oct 28, 2019",453.65 KB,1.21.1,Miscellaneous | Farming | Ores and Resources,"30,180,316","Forge, Fabric, NeoForge"
Ender's Delight,Furti_Two,"Aug 9, 2024","Feb 16, 2023",111.40 KB,1.21,Farming | Food | Addons,"12,256,658","Forge, NeoForge"
SwingThroughGrass,exidex,"Oct 16, 2022","Apr 3, 2017",22.66 KB,1.18.2,"Miscellaneous | Armor, Tools, and Weapons","81,548,313",Forge
Essential Mod,SparkUniverse_,"Aug 29, 2024","Nov 13, 2021",51.41 MB,1.16.5,Cosmetic | API and Library | Utility & QoL,"17,494,987","Forge, Fabric"
Ecologics,SameDifferent,"Nov 11, 2023","Jan 20, 2022",1.74 MB,1.20.1,Food | Structures | Mobs | World Gen | Biomes,"27,500,850","Forge, NeoForge, Fabric"
Simple Backups,MelanX,"Sep 5, 2024","Feb 26, 2022",39.88 KB,1.21.1,Server Utility,"18,772,269","Forge, NeoForge"
