name,author,latest_release,created,size,latest_game_version,categories,downloads,mod_loaders
Cursed Earth Returns,nano_nestor,"Jul 15, 2024","Feb 28, 2024",33.90 KB,1.21,Magic | Utility & QoL | Adventure and RPG,"433,304","Forge, NeoForge"
Caveopolis,benbenlaw,"Sep 5, 2024","Jul 2, 2022",4.08 MB,1.21.1,Cosmetic | World Gen,"1,299,384","Forge, NeoForge"
Fisk's Superheroes,FiskFilleAR,"Mar 17, 2024","Jun 5, 2022",13.38 MB,1.7.10,"Structures | Armor, Tools, and Weapons | Ores and Resources | Dimensions | Mobs","2,805,247",Forge
Thaumic Augmentation,TheCodex6824,"Feb 23, 2024","Apr 15, 2019",7.74 MB,1.12.2,Adventure and RPG | World Gen | Thaumcraft | Addons | Magic,"6,824,242",Forge
Embeddium Extension,pOtAto__bOy,"Jan 14, 2024","Oct 7, 2023",140.87 KB,1.16.5,Performance,"861,723",Forge
Ice and Fire: Dragonseeker,syrikalis,"Feb 11, 2024","Jun 4, 2021",43.42 KB,1.18.2,"Armor, Tools, and Weapons | Adventure and RPG | Addons","1,884,913","Forge, NeoForge"
"No See, No Tick",Askaban,"Aug 21, 2024","Mar 3, 2023",142.41 KB,1.21.1,Utility & QoL | Server Utility,"2,573,227","Forge, Fabric, NeoForge"
Project Red - Transmission,MrTJP,"Sep 11, 2024","May 5, 2021",445.42 KB,1.20.1,Redstone,"5,895,293",Forge
Allurement,TeamAbnormals,"Apr 2, 2024","Jan 20, 2021",622.75 KB,1.20.1,"Armor, Tools, and Weapons | Magic","4,404,743","Forge, NeoForge"
Tetratic Combat Expanded,Kiran,"Jul 27, 2024","Dec 24, 2023",25.81 KB,1.20.1,Addons,"426,137","Forge, NeoForge"
Tome of Blood: Rebirth,mystchonky,"Mar 11, 2024","Sep 9, 2023",344.50 KB,1.20.1,"Magic | Armor, Tools, and Weapons | Blood Magic","1,184,269",Forge
Hunger Overhaul,ProgWML6,"May 24, 2018","Sep 23, 2014",132.34 KB,1.12.2,Food,"8,691,897",-
Backpacked (Fabric),MrCrayfish,"Aug 30, 2023","Sep 2, 2022",372.92 KB,1.20.1,"Energy, Fluid, and Item Transport | Cosmetic | Storage | API and Library | Adventure and RPG","964,178",Fabric
Rough Tweaks Revamped,selfdeprecativeX,"Jan 3, 2024","Oct 27, 2020",32.93 KB,1.20.4,Miscellaneous,"2,434,003",Forge
Witchery,_ForgeUser11995118,"Apr 17, 2015","Nov 28, 2013",6.69 MB,1.7.10,"Magic | Armor, Tools, and Weapons | Mobs | Adventure and RPG","15,366,675",-
ImmersiveMC,275hammy,"May 17, 2024","Apr 9, 2022",457.71 KB,1.20.2,Utility & QoL,"1,371,212","Forge, Fabric, Quilt, NeoForge"
Pirate Hats,homohomik,"Jun 1, 2021","Jun 1, 2021",35.37 KB,1.16.5,Cosmetic,"2,230,720",-
ManyIdeas Core,GeheimagentNr1,"Sep 2, 2024","Jan 5, 2021",919.46 KB,1.21,Adventure and RPG | Cosmetic | API and Library,"1,440,222",Forge
Compacter,bdew,"Jul 29, 2023","Jun 13, 2015",122.22 KB,1.19.2,Processing | Industrial Craft | Thermal Expansion | Storage,"13,304,283",Forge
Suggestion Tweaker,VelizarP,"May 14, 2024","Apr 20, 2022",20.92 KB,1.20.6,Utility & QoL | Cosmetic | Map and Information | Server Utility,"1,342,220","Fabric, Forge, NeoForge"
ATi Structures - Mod,ATi,"Jul 13, 2024","Jan 20, 2024",1.79 MB,1.20.2,"Armor, Tools, and Weapons | Mobs | Adventure and RPG | Structures | World Gen","428,354","Fabric, Forge"
Ube's Delight,ChefMooon,"Sep 6, 2024","Aug 18, 2023",3.17 MB,1.20.1,Addons | Food | Cosmetic | Farming,"596,575","Fabric, Quilt, Forge, NeoForge"
StepUp,NotTooManyItems,"Dec 10, 2021","Dec 29, 2015",62.73 KB,1.17.1,Miscellaneous | Player Transport | Cosmetic,"4,477,926",-
Bread Variants (Fabric/Forge/NeoForge),GamerPotion,"Jun 24, 2024","Dec 3, 2023",56.19 KB,1.21.1,Adventure and RPG | Food | Magic | Utility & QoL | MCreator,"775,437","Forge, Fabric, NeoForge"
Vintage Delight,Ribs498,"Aug 14, 2024","Dec 13, 2023",795.57 KB,1.20.1,Cosmetic | Food | World Gen,"714,017",Forge
Wings,pau101,"Mar 7, 2022","Sep 8, 2018",261.24 KB,1.16.5,"Armor, Tools, and Weapons","5,901,879",Forge
Tomb Many Graves 2,M4thG33k,"Feb 18, 2019","Mar 15, 2017",119.63 KB,1.13.2,Cosmetic | Adventure and RPG,"15,732,478",-
Man of Many Planes,Conczin,"Sep 11, 2024","Mar 9, 2024",301.89 KB,1.20.1,Technology | Adventure and RPG | Create | Create | Adventure and RPG | Player Transport | Player Transport,"297,809","Fabric, Forge"
Binnie's Mods,_ForgeUser9116757,"Mar 30, 2020","Aug 19, 2014",4.35 MB,1.7.10,Forestry | Genetics | Cosmetic | Farming,"25,767,948",-
Mine and Slash,mcrobertx22,"Sep 8, 2024","Nov 8, 2018",9.53 MB,1.20.1,"Magic | Dimensions | Adventure and RPG | Armor, Tools, and Weapons","2,510,312",Forge
Opolis Utilities,benbenlaw,"Sep 10, 2024","Jul 24, 2022",1.18 MB,1.21.1,Utility & QoL,"1,148,051","Forge, NeoForge"
Basic Weapons,Khazoda,"Sep 9, 2024","Sep 27, 2023",176.63 KB,1.21.1,"Adventure and RPG | Armor, Tools, and Weapons","1,314,570","Fabric, Quilt, Forge, NeoForge"
TAIGA (Tinkers alloying addon),zkafaceTV,"Oct 10, 2018","Jul 19, 2016",1.46 MB,1.12.2,"Tinker's Construct | Armor, Tools, and Weapons | Addons | Ores and Resources","8,213,858",-
GoProne,Alpvax,"Jul 21, 2023","Jul 17, 2019",203.16 KB,1.19.4,Miscellaneous,"2,323,219",Forge
Carpenter's Blocks,_ForgeUser7446961,"Jun 3, 2019","Mar 28, 2015",503.08 KB,1.7.10,Cosmetic | Storage,"23,683,502",-
AE2 Unofficial Extended Life,notmywing,"Jun 9, 2024","Jan 20, 2022",4.22 MB,1.12.2,"Automation | Utility & QoL | Energy, Fluid, and Item Transport | Storage","2,256,811",Forge
Axes Are Weapons (Fabric/(Neo)Forge),Fourmisain,"Sep 5, 2024","Mar 13, 2021",216.98 KB,1.21.1,"Armor, Tools, and Weapons","1,831,390","Fabric, Forge, NeoForge"
More Axolotl,KxmischesDomi,"Jun 19, 2023","Nov 21, 2021",142.29 KB,1.20.1,Adventure and RPG | Miscellaneous | Mobs,"2,284,561",Fabric
Coffee Delight,AmarokIce,"Mar 19, 2024","Mar 9, 2023",131.10 KB,1.20.1,Farming | Food,"657,692","Forge, Fabric"
TerraForged,won_ton_,"Oct 23, 2022","Feb 21, 2020",1.62 MB,1.16.5,Biomes | World Gen,"10,601,812",Forge
Golden Feather (Fabric/Forge/NeoForge),GamerPotion,"Jun 24, 2024","Jun 28, 2023",31.65 KB,1.21.1,Magic | Utility & QoL | Adventure and RPG | Food,"1,257,849","Fabric, Forge, NeoForge"
CXLibrary,cubex2,"Aug 13, 2017","Apr 15, 2016",63.79 KB,1.12.2,API and Library,"12,603,172",-
TellMe,masady,"Jun 4, 2024","Nov 24, 2014",544.13 KB,1.20.1,Server Utility,"5,213,051","Forge, Fabric"
Ars Instrumentum,Sarenor,"Jan 20, 2024","Feb 14, 2022",141.78 KB,1.20.1,"Magic | Addons | Armor, Tools, and Weapons","3,968,300","Forge, NeoForge"
Dolt Compat,dolthhaven,"Mar 1, 2024","May 3, 2023",64.96 KB,1.19.2,Addons,"1,902,391",Forge
PackagedExCrafting,TheLMiffy1111,"Aug 5, 2024","May 28, 2019",201.74 KB,1.12.2,Automation | Addons | Applied Energistics 2,"3,962,757","Forge, NeoForge"
Gym Badges,complacentdev,"Sep 24, 2023","Jun 22, 2023",76.84 KB,1.20.1,"Adventure and RPG | Miscellaneous | Armor, Tools, and Weapons","718,613",Fabric
WrapUp,TheLMiffy1111,"Oct 1, 2017","Aug 22, 2017",24.82 KB,1.12.2,API and Library | API and Library,"13,616,203",-
Harder Branch Mining,MacTso,"Aug 29, 2024","Feb 5, 2020",81.04 KB,1.21.1,Miscellaneous | Addons,"3,666,968",Forge
DataPack Anvil,Sirttas,"Mar 8, 2024","Jan 2, 2021",110.13 KB,1.19.2,API and Library,"12,503,407","Forge, NeoForge"
Danger Close,Lupin,"Aug 9, 2024","May 7, 2023",62.45 KB,1.21.1,"Adventure and RPG | Miscellaneous | Armor, Tools, and Weapons","1,208,505","Forge, NeoForge, Fabric"
LambdaBetterGrass,LambdAurora,"Aug 11, 2023","Aug 5, 2020",1.16 MB,1.20.1,Adventure and RPG | Cosmetic,"7,909,305","Fabric, Quilt"
Charm of Undying (Fabric 1.16.1 - 1.19.2),TheIllusiveC4,"Jun 23, 2023","Jul 14, 2020",53.09 KB,1.19.2,"Armor, Tools, and Weapons","10,066,239",Fabric
Angel Block Renewed,LaidBackSloth,"Aug 9, 2023","Aug 13, 2022",1.24 MB,1.20.2,Miscellaneous,"3,467,501","Forge, NeoForge, Fabric, Quilt"
Crab Claws - Place/Break blocks from a distance!,Lupin,"Aug 29, 2024","Jan 13, 2024",128.66 KB,1.20.4,"World Gen | Cosmetic | Adventure and RPG | Armor, Tools, and Weapons | Magic","601,118","Forge, NeoForge, Fabric"
Techguns,pWn3d_1337,"May 16, 2020","Apr 20, 2016",26.82 MB,1.12.2,"Armor, Tools, and Weapons | Technology | Ores and Resources | Mobs | Processing","8,982,036",Forge
MineTraps,XxRexRaptorxX,"Jun 24, 2024","Jan 16, 2019",165.04 KB,1.21.1,Miscellaneous | Adventure and RPG,"2,329,098","Forge, NeoForge"
Long Fall Boots,Nano_Heart,"Mar 19, 2023","Nov 23, 2016",8.46 KB,1.19.4,Technology,"17,691,481",Forge
More Useful Copper,Lupin,"Jul 30, 2024","Mar 6, 2024",160.80 KB,1.20.1,"Adventure and RPG | Armor, Tools, and Weapons | Ores and Resources | Farming | Redstone","523,821","Forge, Fabric, NeoForge"
Server Redirect,KaiNoMood,"Aug 29, 2024","Jun 3, 2018",18.98 KB,1.20.4,Utility & QoL | Server Utility,"982,305","Forge, Fabric"
Thermoo Patches,TheDeathlyCow,"Sep 4, 2024","May 3, 2024",53.54 KB,1.21.1,API and Library,"304,103","Fabric, Quilt"
UnionLib,Stereowalker,"Sep 10, 2024","Mar 17, 2020",449.31 KB,1.21.1,API and Library,"3,305,537","Forge, Fabric, NeoForge, Quilt"
Yet Another Recipe Conflict Fixer (YARCF) ,SirOMGitsYOU,"May 15, 2021","May 15, 2021",48.95 KB,1.12.2,Map and Information | Miscellaneous | API and Library | Server Utility | CraftTweaker,"2,452,891",Forge
Eat an Omelette,Lupin,"Mar 2, 2024","May 8, 2023",91.96 KB,1.20.4,Farming | Adventure and RPG | Food,"1,205,479","Forge, NeoForge, Fabric"
Red’s More Structures [Fabric & Forge],redstone3game,"Aug 23, 2023","Aug 5, 2022",1.30 MB,1.20.1,Structures | World Gen,"2,765,695","Fabric, Forge, Quilt"
Nether's Exoticism,Furti_Two,"May 13, 2024","May 25, 2021",2.85 MB,1.20.1,MCreator | Dimensions | World Gen | Food,"6,668,134",Forge
Simple Delights,JesterBlue,"Oct 15, 2021","Aug 10, 2021",77.56 KB,1.16.5,Food,"3,135,127",-
Blood Arsenal,Arcaratus,"Mar 18, 2020","Mar 24, 2015",670.13 KB,1.12.2,"Armor, Tools, and Weapons | Addons | Magic | Magic | Blood Magic | Armor, Tools, and Weapons | Addons","9,462,833",Forge
Daily Shop 🫙,jflec,"Jun 18, 2024","Oct 12, 2023",1.14 MB,1.21,Adventure and RPG | Utility & QoL,"655,279",Fabric
Smooth Boot (Fabric),UltimateBoomer,"Mar 17, 2023","Oct 27, 2020",86.57 KB,1.19.4,Server Utility | API and Library,"8,474,299","Fabric, Quilt"
DarkLoot - Better Mob Loot & Heads (Fabric/Forge/NeoForge),GamerPotion,"Jun 25, 2024","Sep 19, 2022",14.58 KB,1.21.1,"Adventure and RPG | Armor, Tools, and Weapons | Server Utility | Armor, Tools, and Weapons | Server Utility | Utility & QoL | Utility & QoL | Adventure and RPG","1,974,912","Fabric, Forge, Quilt, NeoForge"
Just Enough Reactors,BrainStone,"Feb 11, 2019","Apr 29, 2018",52.42 KB,1.12.2,Map and Information | Addons | Cosmetic,"8,169,625",-
Emotecraft (Fabric),KosmX,"Jul 9, 2023","Jul 25, 2020",788.03 KB,1.16.5,Cosmetic | Adventure and RPG | Utility & QoL,"4,994,690","Fabric, Quilt"
Just Enough Guns,MigaMi,"Aug 29, 2024","Feb 1, 2023",3.96 MB,1.20.1,"Adventure and RPG | Armor, Tools, and Weapons","548,834",Forge
Grue,Shinoow,"Aug 15, 2021","Aug 19, 2015",552.32 KB,1.12.2,Mobs,"12,452,508",Forge
Tinker I/O,GKBm2011,"Nov 5, 2020","Apr 12, 2015",5.50 MB,1.12.2,Addons | Tinker's Construct,"12,790,816",-
Angry Mobs,Mrbysco,"Sep 10, 2024","Dec 22, 2020",93.92 KB,1.21.1,Mobs,"891,741","Forge, NeoForge"
Pumpkillager's Quest,Serilum,"Aug 9, 2024","Oct 19, 2022",384.96 KB,1.21.1,"Armor, Tools, and Weapons | Cosmetic | Mobs | Adventure and RPG","1,819,366","Forge, Fabric, Quilt, NeoForge"
Numina,machinemuse,"May 22, 2024","Aug 27, 2015",853.86 KB,1.19.2,API and Library | Server Utility,"12,132,506","Forge, NeoForge"
Superflat World No Slimes,Serilum,"Aug 9, 2024","Sep 25, 2019",25.13 KB,1.21.1,Mobs | Server Utility | World Gen,"786,816","Forge, Fabric, Quilt, NeoForge"
Eerie Music[Forge/Fabric],someaddon,"Jun 2, 2024","Oct 18, 2023",199.34 MB,1.20.1,Cosmetic | Adventure and RPG,"1,109,421","Forge, NeoForge"
[Let's Do] NetherVinery,satisfy,"Jun 24, 2024","Oct 30, 2023",815.33 KB,1.20.1,World Gen | Adventure and RPG | Food,"915,024","Forge, NeoForge, Fabric, Quilt"
Speedster Heroes,Lucraft,"Jul 5, 2020","Oct 16, 2016",1.24 MB,1.12.2,"Adventure and RPG | Armor, Tools, and Weapons","5,291,136",Forge
Thaumcraft NEI Plugin,jan2048,"Jun 8, 2015","Oct 24, 2014",67.18 KB,1.7.10,Magic | Addons | Thaumcraft | Map and Information,"13,135,254",-
Custom Cursor 🖱️,jflec,"Feb 25, 2024","Oct 14, 2023",72.67 KB,1.20.1,Cosmetic | Utility & QoL,"656,425","Fabric, Forge"
Universal Tweaks,ACGaming,"Jul 14, 2024","Nov 18, 2022",1.37 MB,1.12.2,Miscellaneous | Utility & QoL | Bug Fixes | Performance,"1,091,001",Forge
Shader Toggle 🌇,jflec,"Oct 5, 2023","Oct 5, 2023",9.54 KB,1.20.1,Utility & QoL | Cosmetic,"656,263",Fabric
Packed Up (Backpacks),SuperMartijn642,"Aug 30, 2024","Feb 8, 2020",215.74 KB,1.21.1,Storage,"2,432,103","Forge, Fabric, NeoForge, Quilt"
More Furnaces,cubex2,"Oct 14, 2018","Apr 17, 2014",119.46 KB,1.12.2,Processing,"13,132,541",-
Extra Alchemy,zabi94,"Aug 23, 2024","Jul 12, 2016",1.17 MB,1.20.4,Magic,"13,798,603","Forge, Fabric, Quilt"
Vault Hunters Jewel Sorting,BONNe1704,"Aug 26, 2024","Jul 29, 2023",104.57 KB,1.18.2,Utility & QoL,"691,569",Forge
Armor Stand Arms (Fabric/Forge/NeoForge),GamerPotion,"Jun 25, 2024","Jun 25, 2024",6.05 KB,1.21.1,"Cosmetic | Armor, Tools, and Weapons | Magic | Utility & QoL","257,386","Fabric, Forge, NeoForge"
FTB Dripper (Forge),FTB,"May 24, 2023","Aug 27, 2021",42.93 KB,1.18.2,Technology,"2,490,980",Forge
Quest Plaques [Forge],Grend_G,"Jul 5, 2022","Feb 7, 2022",45.45 KB,1.18.2,Addons | Adventure and RPG | Map and Information | Utility & QoL | Cosmetic,"1,412,494",Forge
Advancements Debug,thetechnici4n,"Jun 10, 2021","Nov 25, 2020",10.86 KB,1.19.3,Miscellaneous,"9,023,450",Fabric
Origins: Classes,Apace,"Jul 2, 2023","Aug 12, 2020",162.99 KB,1.20.1,Adventure and RPG | Addons,"6,104,060","Fabric, Quilt"
Charm Forked,MuonR,"Sep 13, 2024","May 10, 2024",4.19 MB,1.21.1,Utility & QoL,"306,385",Fabric
Just A Raft Mod,Mrbysco,"Jun 29, 2024","Aug 13, 2017",74.03 KB,1.21.1,Player Transport,"6,499,827","Forge, NeoForge"
CensoredASM,Rongmario,"Apr 13, 2024","Mar 22, 2021",1.57 MB,1.12.2,Performance | API and Library | Utility & QoL | Addons | Bug Fixes | Server Utility,"2,108,562",Forge
Withering Boon for Tetra,FaerMinded,"May 30, 2024","May 3, 2023",157.71 KB,1.20.1,"Armor, Tools, and Weapons | Utility & QoL | Adventure and RPG | Addons","1,446,358","Forge, NeoForge"
NEI Addons,bdew,"Dec 7, 2015","Aug 8, 2013",99.39 KB,1.7.10,Addons | Map and Information | Forestry,"21,351,960",-
Beneath the Wetlands,Birchfolks,"Feb 25, 2024","Jan 20, 2023",1.16 MB,1.20.1,Mobs | Structures | Adventure and RPG | Ores and Resources,"1,593,074",Fabric
Clean Tooltips,Stal,"Aug 5, 2024","Apr 27, 2023",20.96 KB,1.21,Utility & QoL,"1,094,472","Forge, Fabric, NeoForge"
Compat O' Plenty,tdstress,"Nov 26, 2022","Dec 21, 2021",1.79 MB,1.18.2,Addons | Storage | Cosmetic,"3,046,449",Forge
TFC Water Flasks,gaelmare,"Aug 27, 2024","Dec 11, 2019",805.05 KB,1.20.1,"Energy, Fluid, and Item Transport | Food","701,620","Forge, NeoForge"
Unique Enchantments Apex,PerpetualEve,"May 19, 2024","Mar 20, 2022",317.64 KB,1.19.2,"Magic | Armor, Tools, and Weapons","2,204,549",Forge
Selling Bin 📦,jflec,"Jan 23, 2024","Oct 12, 2023",757.62 KB,1.20.1,Utility & QoL | Adventure and RPG,"659,122",Fabric
Kleiders Custom Renderer API,kleiders3010,"Aug 30, 2024","Sep 27, 2022",47.69 KB,1.21.1,Utility & QoL | API and Library | MCreator,"1,019,947","Forge, NeoForge"
Awesome Dungeon The End edition - Fabric,jtl_elisa,"Jun 22, 2023","Feb 2, 2022",208.31 KB,1.20.1,Adventure and RPG | Structures | Addons,"1,970,671",Fabric
Serene Shrubbery,Ryukusu,"Sep 8, 2024","Apr 19, 2021",283.23 KB,1.20.1,Biomes | MCreator | Ores and Resources | Farming | Cosmetic,"2,267,846",Forge
Cloth API (Fabric),shedaniel,"Jun 30, 2022","Mar 11, 2019",103.84 KB,1.19,API and Library,"11,546,069",Fabric
EzZoom,JTK222,"Dec 3, 2020","Nov 26, 2020",9.79 KB,1.16.5,Miscellaneous | Map and Information,"2,384,640",Forge
Enchanting Plus,DarkhaxDev,"Jun 15, 2019","Jun 19, 2013",139.42 KB,1.12.2,"Adventure and RPG | Cosmetic | CraftTweaker | Magic | Armor, Tools, and Weapons","13,827,415",-
Stone Chest,ロ_ロ,"Jun 17, 2024","Nov 15, 2018",113.99 KB,1.21,Storage,"6,454,325","Forge, NeoForge"
Mythic Metals Decorations,Noaaan,"Aug 29, 2024","Dec 4, 2021",525.99 KB,1.21.1,Cosmetic | Storage | Cosmetic | Adventure and RPG | Storage | Addons,"3,206,177",Fabric
Default World Generator (port),ezterry,"Nov 12, 2017","Jan 25, 2016",191.44 KB,1.12.2,Dimensions | API and Library,"6,165,774",-
Dynamic Trees - Quark,MaxHyper,"Aug 23, 2024","May 30, 2020",450.18 KB,1.19.2,Cosmetic | World Gen | Addons,"3,218,816",Forge
Better With Mods,BeetoGuy,"Sep 8, 2024","Jun 28, 2016",4.96 MB,1.12.2,Cosmetic | Processing,"10,902,243",Forge
Drip Sounds (Fabric),PieKing1215,"Jun 11, 2023","Feb 19, 2021",82.95 KB,1.20.1,Cosmetic,"2,313,575",Fabric
Thaumic Periphery,cadaverous_queen,"Aug 21, 2019","May 8, 2018",278.99 KB,1.12.2,"Armor, Tools, and Weapons | Thaumcraft | Adventure and RPG | Magic","6,073,729",-
Azure Paxels,AzureDoomC,"Aug 9, 2024","May 6, 2023",31.54 KB,1.21.1,"Armor, Tools, and Weapons","1,096,436","Fabric, Quilt, Forge, NeoForge"
OldJavaWarning,DarkhaxDev,"Jun 12, 2021","May 8, 2018",9.45 KB,1.16.5,Utility & QoL | Server Utility | Map and Information,"12,598,352",Forge
Music Triggers,The_Computerizer,"Nov 3, 2023","Aug 22, 2021",33.21 MB,1.19.2,Adventure and RPG | Miscellaneous,"595,229","Forge, Fabric"
Better Villages - Fabric,jtl_elisa,"Aug 14, 2023","Apr 20, 2022",1.94 MB,1.20.1,Adventure and RPG | Cosmetic | World Gen | Structures,"1,382,200",Fabric
Create: Ender Transmission,Forsteri123,"Feb 9, 2024","Dec 15, 2022",81.92 KB,1.20.1,Addons | Technology,"2,712,001","Forge, NeoForge, Fabric, Quilt"
Compact Solars,ProgWML6,"Oct 31, 2018","Mar 22, 2015",59.31 KB,1.7.10,Energy | Industrial Craft,"20,763,052",-
Cagerium (Compact Mob Farms),MehVahdJukaar,"Oct 4, 2023","Nov 23, 2022",75.98 KB,1.20.1,Farming | Automation,"2,330,413","Forge, NeoForge"
Missing Pieces,steveboy205,"Oct 15, 2017","Sep 20, 2015",864.20 KB,1.12.2,Storage | Cosmetic,"13,725,971",-
BCG+ SMP Core,thegalaxydev,"Feb 21, 2024","Feb 17, 2024",18.00 KB,1.20.1,Miscellaneous,"464,370",Fabric
Workshop for handsome adventurer,MoonFather,"Sep 11, 2024","Jun 16, 2023",651.35 KB,1.20.1,Utility & QoL,"578,575","Forge, NeoForge"
Environmental Materials,ValkyrieofNight,"Oct 22, 2023","Sep 26, 2017",1.88 MB,1.20.1,Cosmetic | Addons,"12,888,506","Forge, Fabric, NeoForge"
Hourglass,DuckyCrayfish,"Nov 7, 2023","Aug 4, 2021",227.32 KB,1.20.2,Utility & QoL | Server Utility | Miscellaneous,"2,293,262",Forge
FirmaLife,EERussianguy,"Sep 4, 2024","Mar 5, 2021",4.29 MB,1.20.1,Farming | Farming | Addons | Ores and Resources | Food | Ores and Resources | Addons,"614,556","Forge, NeoForge"
Chunks fade in,kerudion,"Aug 26, 2024","Dec 5, 2022",305.62 KB,1.21.1,Utility & QoL | Cosmetic,"1,772,193","Fabric, Quilt"
Immersive Weathering [FABRIC],OrdanaryMods,"Sep 9, 2024","Jan 22, 2022",2.13 MB,1.20.1,World Gen | Utility & QoL | Biomes | Cosmetic,"6,020,494",Fabric
ConfigAnytime,CleanroomMC,"Mar 26, 2024","Jun 5, 2023",5.08 KB,1.12.2,Utility & QoL | API and Library | Bug Fixes,"825,595",Forge
Nameplate,Globox_Z,"Aug 29, 2024","Dec 3, 2021",38.27 KB,1.21.1,Addons | Cosmetic,"2,242,982",Fabric
One Block Plus,NaturaSpell,"Apr 2, 2023","Dec 10, 2020",49.24 KB,1.12.2,Mobs | Farming | Ores and Resources | Miscellaneous,"2,454,650",Forge
Blur,tterrag1098,"Apr 11, 2021","May 25, 2017",358.14 KB,1.16.5,Cosmetic,"9,798,329","Forge, Fabric"
Death Counter (Forge),iChun,"Jun 27, 2024","Apr 1, 2015",54.84 KB,1.21,Map and Information | Adventure and RPG,"2,680,713","Forge, NeoForge"
BCG+ Util,jflec,"May 21, 2024","May 18, 2024",760.13 KB,1.20.1,Utility & QoL,"325,869",Fabric
DarkMining - Better Block Drops (Fabric/Forge/NeoForge),GamerPotion,"Sep 2, 2024","Dec 12, 2022",19.29 KB,1.21.1,Utility & QoL | Ores and Resources | Server Utility | Buildcraft | Adventure and RPG,"1,768,777","Fabric, Forge, NeoForge"
stacc-api,one_point_o,"Feb 26, 2024","Jan 31, 2023",28.32 KB,1.19.2,API and Library,"328,529",Fabric
Create Cafe,Myst,"Apr 30, 2024","Oct 29, 2021",290.05 KB,1.18.2,Addons | Farming | Food | Technology,"2,692,260",Forge
Create Mechanical Extruder,oierbravo_mc,"Sep 6, 2024","Oct 5, 2022",495.65 KB,1.20.1,Automation | KubeJS | Technology | Create | Ores and Resources,"931,800",Forge
Eidolon Rebrewed,EndangeredNayla,"Aug 26, 2023","Aug 28, 2022",2.51 MB,1.19.2,"Magic | Adventure and RPG | Armor, Tools, and Weapons | World Gen","1,562,490",Forge
Astikor Carts TFC,Verph,"Aug 20, 2024","Mar 30, 2023",518.39 KB,1.20.1,Farming | Addons | Cosmetic | Storage | Miscellaneous,"455,707","Forge, NeoForge"
[Let's Do Addon] Structures,Ninjdai,"Mar 25, 2024","Jan 28, 2024",323.21 KB,1.20.1,World Gen | Addons | Structures,"531,845","Forge, Fabric, Quilt"
Animania Base,Purplicious_Cow_,"Feb 23, 2021","Feb 20, 2017",1.55 MB,1.12.2,Genetics | Farming | Cosmetic | Food | Mobs,"11,317,572",Forge
Geode+ [Forge/Fabric],YeoXuHang,"Jun 8, 2024","May 5, 2022",684.48 KB,1.20.2,Structures | Biomes | Magic | Ores and Resources | World Gen,"3,836,276","Forge, Fabric, Quilt"
Bedrock Miner,XxRexRaptorxX,"Aug 27, 2024","Feb 3, 2018",80.03 KB,1.21.1,"Armor, Tools, and Weapons | Redstone | Ores and Resources","1,215,148","Forge, NeoForge"
TESLA,DarkhaxDev,"Oct 7, 2017","May 2, 2016",30.20 KB,1.12.2,Technology | Energy | API and Library,"14,802,252",-
Better Tag NBT Tips,WallyWhip,"May 26, 2024","Sep 28, 2022",136.97 KB,1.20.6,Map and Information | Utility & QoL,"730,040","Fabric, Forge, NeoForge"
Decoration Delight: Refurbished,InfernoSakai,"Jul 25, 2024","Oct 10, 2022",20.07 MB,1.19.2,MCreator | Storage | Food | Utility & QoL,"1,329,932",Forge
Pandoras Creatures,andrew0030,"Oct 27, 2020","Sep 23, 2019",1.39 MB,1.16.5,"Structures | Mobs | Food | Armor, Tools, and Weapons | Adventure and RPG","4,327,199",Forge
Music Player,HyCraftHD,"Aug 12, 2024","May 25, 2018",36.74 MB,1.21,Miscellaneous,"2,772,510","Forge, Fabric, NeoForge"
Tax' Ocean Villager,Taknax,"Jun 29, 2024","Jun 18, 2022",3.20 MB,1.20.4,Structures,"812,286","Forge, Fabric, NeoForge"
The rake - CEOofAUTIZMZ                                                       (skinwalker)(wendigo)(dweller)(horror),CEOofAUTIZMZ,"Aug 5, 2024","Apr 24, 2024",1.62 MB,1.19.2,Mobs | Magic | Addons | Adventure and RPG | MCreator,"223,875",Forge
Adorn (NeoForge/Forge),Juicebus,"Mar 17, 2024","Jan 22, 2021",5.86 MB,1.20.4,Cosmetic,"7,558,221","Forge, NeoForge"
AutoSlabs,Andrew6rant,"Sep 9, 2023","Aug 14, 2023",561.01 KB,1.20.1,Utility & QoL | Cosmetic,"806,647","Fabric, Quilt"
Ben's Sharks,benndevs,"Aug 2, 2024","Mar 15, 2024",930.15 KB,1.20.1,"Redstone | Armor, Tools, and Weapons | Mobs | Food","412,815",Forge
Undergarden Delight (A Farmer's Delight Add-on),nocubeyt,"Jan 11, 2024","Jan 11, 2024",96.24 KB,1.20.1,"Food | Armor, Tools, and Weapons | Adventure and RPG | Addons | MCreator","373,804",Forge
Effect Tooltips,DarkhaxDev,"Feb 2, 2024","Aug 25, 2021",19.20 KB,1.20.4,Adventure and RPG | Map and Information | API and Library | Utility & QoL,"1,349,739","Forge, Fabric, Quilt, NeoForge"
DarkQuesting - Custom Quests (Fabric/Forge/NeoForge),GamerPotion,"Jun 27, 2024","Aug 17, 2022",86.29 KB,1.21.1,Server Utility | Utility & QoL | Adventure and RPG,"2,001,931","Fabric, Forge, Quilt, NeoForge"
ColoredWater,Cozary,"Aug 14, 2023","Oct 8, 2021",668.79 KB,1.20.1,Cosmetic,"247,698",Forge
